chapter_id,sentence_index,character,emotion_raw,emotion,score,sentence
chapter_247,237,Velgrynd,LABEL_2,senang,0.9604819416999817,"Velgrynd, jika kita bertahan, maukah kamu menunjukkan kepadaku keliling dunia?”"
chapter_247,238,Rudra,LABEL_2,senang,0.9796937108039856,"“Rudra, bodoh."
chapter_247,239,Tuan Rimuru,LABEL_2,senang,0.9966116547584534,"Alih-alih dunia, aku akan mencari dirimu yang bereinkarnasi."
chapter_247,240,Tuan Rimuru,LABEL_2,senang,0.9891931414604187,Juga … aku pikir kamu harus mengerti bahwa kamu tidak dihidupkan kembali.
chapter_247,242,Tuan Rimuru,LABEL_2,senang,0.9608394503593445,Tidak dapat diduga bahwa Lord Rimuru telah dikalahkan.
chapter_247,244,Tuan Rimuru,LABEL_2,senang,0.6010830402374268,"""Ya, tuan mungkin memiliki niatnya sendiri, tapi aku ragu kita tidak diizinkan untuk mengalahkan benda itu."""
chapter_247,245,Yuuki,LABEL_2,senang,0.9329278469085693,Masing-masing dari mereka mengatakan apa yang mereka pikirkan dan bersatu untuk menentang Yuuki.
chapter_247,246,Yuuki,LABEL_2,senang,0.6130159497261047,"Dan sekaligus, dengan seluruh tubuh dan jiwa mereka, mereka masing-masing menargetkan Yuuki dengan satu serangan paling mematikan mereka."
chapter_247,247,Yuuki,LABEL_3,sedih,0.8285748958587646,–Semuanya sesuai dengan rencana Yuuki.
chapter_247,248,Yuuki,LABEL_3,sedih,0.9878281354904175,"Sekarang Yuuki bisa menggunakan setiap kemampuan terakhir melalui skill asal, 'Information King: Akashic Records.'"
chapter_247,250,Yuuki,LABEL_0,marah,0.6416206955909729,"Dengan energi yang cukup dibutuhkan untuk membawa kehancuran dunia yang akan datang sekarang di depannya, Yuuki tersenyum muram."
